Codigo,Descripcion,DescAdic,Familia,CodBarra,Marca
0101184130,5275LO T85 NEGRO,,LENCERIA,L5275 NG 85,LODY
0101184140,5275LO T90 NEGRO,,LENCERIA,L5275 NG 90,LODY
0101184150,5275LO T95 NEGRO,,LENCERIA,L5275 NG 95,LODY
0101184160,5276LO T100 BLANCO,,LENCERIA,L5276 BCO 100,LODY
0101184170,5276LO T85 BLANCO,,LENCERIA,L5276 BCO 85,LODY
0101184180,5276LO T90 BLANCO,,LENCERIA,L5276 BCO 90,LODY
0101184190,5276LO T95 BLANCO,,LENCERIA,L5276 BCO 95,LODY
0101184200,5276LO T100 NEGRO,,LENCERIA,L5276 NG 100,LODY
0101184210,5276LO T85 NEGRO,,LENCERIA,L5276 NG 85,LODY
0101184220,5276LO T90 NEGRO,,LENCERIA,L5276 NG 90,LODY
0101184230,5276LO T95 NEGRO,,LENCERIA,L5276 NG 95,LODY
0101184240,5277LO T100 UNICO,,LENCERIA,L5277 UN 100,LODY
0101184250,5277LO T105 UNICO,,LENCERIA,L5277 UN 105,LODY
0101184260,5277LO T110 UNICO,,LENCERIA,L5277 UN 110,LODY
0101184270,5277LO T85 UNICO,,LENCERIA,L5277 UN 85,LODY
0101184280,5277LO T90 UNICO,,LENCERIA,L5277 UN 90,LODY
0101184290,5277LO T95 UNICO,,LENCERIA,L5277 UN 95,LODY
0101184300,5278LO T85 BLANCO,,LENCERIA,L5278 BCO 85,LODY
0101184310,5278LO T90 BLANCO,,LENCERIA,L5278 BCO 90,LODY
0101184320,5278LO T95 BLANCO,,LENCERIA,L5278 BCO 95,LODY
0101184330,5278LO T85 HUESO,,LENCERIA,L5278 HS 85,LODY
0101184340,5278LO T90 HUESO,,LENCERIA,L5278 HS 90,LODY
0101184350,5278LO T95 HUESO,,LENCERIA,L5278 HS 95,LODY
0101184360,5279LO T85 BLANCO,,LENCERIA,L5279 BCO 85,LODY
0101184370,5279LO T90 BLANCO,,LENCERIA,L5279 BCO 90,LODY
0101184380,5279LO T95 BLANCO,,LENCERIA,L5279 BCO 95,LODY
0101184390,5279LO T85 NEGRO,,LENCERIA,L5279 NG 85,LODY
0101184400,5279LO T90 NEGRO,,LENCERIA,L5279 NG 90,LODY
0101184410,5279LO T95 NEGRO,,LENCERIA,L5279 NG 95,LODY
0101184420,5280LO T100 BLANCO,,LENCERIA,L5280 BCO 100,LODY
0101184430,5280LO T85 BLANCO,,LENCERIA,L5280 BCO 85,LODY
0101184440,5280LO T90 BLANCO,,LENCERIA,L5280 BCO 90,LODY
0101184450,5280LO T95 BLANCO,,LENCERIA,L5280 BCO 95,LODY
0101184460,5280LO T100 NEGRO,,LENCERIA,L5280 NG 100,LODY
0101184470,5280LO T85 NEGRO,,LENCERIA,L5280 NG 85,LODY
0101184480,5280LO T90 NEGRO,,LENCERIA,L5280 NG 90,LODY
0101184490,5280LO T95 NEGRO,,LENCERIA,L5280 NG 95,LODY
0101184500,5280LO T100 VISON,,LENCERIA,L5280 VN 100,LODY
0101184510,5280LO T85 VISON,,LENCERIA,L5280 VN 85,LODY
0101184520,5280LO T90 VISON,,LENCERIA,L5280 VN 90,LODY
0101184530,5280LO T95 VISON,,LENCERIA,L5280 VN 95,LODY
0101184540,5281LO T100 BLANCO,,LENCERIA,L5281 BCO 100,LODY
0101184550,5281LO T85 BLANCO,,LENCERIA,L5281 BCO 85,LODY
0101184560,5281LO T90 BLANCO,,LENCERIA,L5281 BCO 90,LODY
0101184570,5281LO T95 BLANCO,,LENCERIA,L5281 BCO 95,LODY
0101184580,5281LO T100 NEGRO,,LENCERIA,L5281 NG 100,LODY
0101184590,5281LO T85 NEGRO,,LENCERIA,L5281 NG 85,LODY
0101184600,5281LO T90 NEGRO,,LENCERIA,L5281 NG 90,LODY
0101184610,5281LO T95 NEGRO,,LENCERIA,L5281 NG 95,LODY
0101184620,5281LO T100 VISON,,LENCERIA,L5281 VN 100,LODY
0101184630,5281LO T85 VISON,,LENCERIA,L5281 VN 85,LODY
0101184640,5281LO T90 VISON,,LENCERIA,L5281 VN 90,LODY
0101184650,5281LO T95 VISON,,LENCERIA,L5281 VN 95,LODY
0101184660,5282LO T100 BLANCO,,LENCERIA,L5282 BCO 100,LODY
0101184670,5282LO T85 BLANCO,,LENCERIA,L5282 BCO 85,LODY
0101184680,5282LO T90 BLANCO,,LENCERIA,L5282 BCO 90,LODY
0101184690,5282LO T95 BLANCO,,LENCERIA,L5282 BCO 95,LODY
0101184700,5282LO T100 CELESTE SKY,,LENCERIA,L5282 CSK 100,LODY
0101184710,5282LO T85 CELESTE SKY,,LENCERIA,L5282 CSK 85,LODY
0101184720,5282LO T90 CELESTE SKY,,LENCERIA,L5282 CSK 90,LODY
0101184730,5282LO T95 CELESTE SKY,,LENCERIA,L5282 CSK 95,LODY
0101184740,5282LO T100 NEGRO,,LENCERIA,L5282 NG 100,LODY
0101184750,5282LO T85 NEGRO,,LENCERIA,L5282 NG 85,LODY
0101184760,5282LO T90 NEGRO,,LENCERIA,L5282 NG 90,LODY
0101184770,5282LO T95 NEGRO,,LENCERIA,L5282 NG 95,LODY
0101184780,5282LO T100 ROSA PASTEL,,LENCERIA,L5282 ROSP 100,LODY
0101184790,5282LO T85 ROSA PASTEL,,LENCERIA,L5282 ROSP 85,LODY
0101184800,5282LO T90 ROSA PASTEL,,LENCERIA,L5282 ROSP 90,LODY
0101184810,5282LO T95 ROSA PASTEL,,LENCERIA,L5282 ROSP 95,LODY
0101184820,5283LO T100 BLANCO,,LENCERIA,L5283 BCO 100,LODY
0101184830,5283LO T85 BLANCO,,LENCERIA,L5283 BCO 85,LODY
0101184840,5283LO T90 BLANCO,,LENCERIA,L5283 BCO 90,LODY
0101184850,5283LO T95 BLANCO,,LENCERIA,L5283 BCO 95,LODY
0101184860,5283LO T100 NEGRO,,LENCERIA,L5283 NG 100,LODY
0101184870,5283LO T85 NEGRO,,LENCERIA,L5283 NG 85,LODY
0101184880,5283LO T90 NEGRO,,LENCERIA,L5283 NG 90,LODY
0101184890,5283LO T95 NEGRO,,LENCERIA,L5283 NG 95,LODY
0101184900,5283LO T100 VISON,,LENCERIA,L5283 VN 100,LODY
0101184910,5283LO T85 VISON,,LENCERIA,L5283 VN 85,LODY
0101184920,5283LO T90 VISON,,LENCERIA,L5283 VN 90,LODY
0101184930,5283LO T95 VISON,,LENCERIA,L5283 VN 95,LODY
0101184940,5284LO T100 BLANCO,,LENCERIA,L5284 BCO 100,LODY
0101184950,5284LO T85 BLANCO,,LENCERIA,L5284 BCO 85,LODY
0101184960,5284LO T90 BLANCO,,LENCERIA,L5284 BCO 90,LODY
0101184970,5284LO T95 BLANCO,,LENCERIA,L5284 BCO 95,LODY
0101184980,5284LO T100 NEGRO,,LENCERIA,L5284 NG 100,LODY
0101184990,5284LO T85 NEGRO,,LENCERIA,L5284 NG 85,LODY
0101185000,5284LO T90 NEGRO,,LENCERIA,L5284 NG 90,LODY
0101185010,5284LO T95 NEGRO,,LENCERIA,L5284 NG 95,LODY
0101185020,5284LO T100 VAINILLA,,LENCERIA,L5284 VA 100,LODY
0101185030,5284LO T85 VAINILLA,,LENCERIA,L5284 VA 85,LODY
0101185040,5284LO T90 VAINILLA,,LENCERIA,L5284 VA 90,LODY
0101185050,5284LO T95 VAINILLA,,LENCERIA,L5284 VA 95,LODY
0101185060,5284LO T100 VISON,,LENCERIA,L5284 VN 100,LODY
0101185070,5284LO T85 VISON,,LENCERIA,L5284 VN 85,LODY
0101185080,5284LO T90 VISON,,LENCERIA,L5284 VN 90,LODY
0101185090,5284LO T95 VISON,,LENCERIA,L5284 VN 95,LODY
0101185100,5285LO T100 BLANCO,,LENCERIA,L5285 BCO 100,LODY
0101185110,5285LO T85 BLANCO,,LENCERIA,L5285 BCO 85,LODY
0101185120,5285LO T90 BLANCO,,LENCERIA,L5285 BCO 90,LODY
0101185130,5285LO T95 BLANCO,,LENCERIA,L5285 BCO 95,LODY
0101185140,5285LO T100 VISON,,LENCERIA,L5285 VN 100,LODY
0101185150,5285LO T85 VISON,,LENCERIA,L5285 VN 85,LODY
0101185160,5285LO T90 VISON,,LENCERIA,L5285 VN 90,LODY
0101185170,5285LO T95 VISON,,LENCERIA,L5285 VN 95,LODY
0101185180,5286LO T100 BLANCO,,LENCERIA,L5286 BCO 100,LODY
0101185190,5286LO T85 BLANCO,,LENCERIA,L5286 BCO 85,LODY
0101185200,5286LO T90 BLANCO,,LENCERIA,L5286 BCO 90,LODY
0101185210,5286LO T95 BLANCO,,LENCERIA,L5286 BCO 95,LODY
0101185220,5286LO T100 HUESO,,LENCERIA,L5286 HS 100,LODY
0101185230,5286LO T85 HUESO,,LENCERIA,L5286 HS 85,LODY
0101185240,5286LO T90 HUESO,,LENCERIA,L5286 HS 90,LODY
0101185250,5286LO T95 HUESO,,LENCERIA,L5286 HS 95,LODY
0101185260,5286LO T100 NEGRO,,LENCERIA,L5286 NG 100,LODY
0101185270,5286LO T85 NEGRO,,LENCERIA,L5286 NG 85,LODY
0101185280,5286LO T90 NEGRO,,LENCERIA,L5286 NG 90,LODY
0101185290,5286LO T95 NEGRO,,LENCERIA,L5286 NG 95,LODY
0101185300,5287LO T100 AZUL FRANCIA,,LENCERIA,L5287 AZF 100,LODY
0101185310,5287LO T85 AZUL FRANCIA,,LENCERIA,L5287 AZF 85,LODY
0101185320,5287LO T90 AZUL FRANCIA,,LENCERIA,L5287 AZF 90,LODY
0101185330,5287LO T95 AZUL FRANCIA,,LENCERIA,L5287 AZF 95,LODY
0101185340,5287LO T100 BLANCO,,LENCERIA,L5287 BCO 100,LODY
0101185350,5287LO T85 BLANCO,,LENCERIA,L5287 BCO 85,LODY
0101185360,5287LO T90 BLANCO,,LENCERIA,L5287 BCO 90,LODY
0101185370,5287LO T95 BLANCO,,LENCERIA,L5287 BCO 95,LODY
0101185380,5287LO T100 HUESO,,LENCERIA,L5287 HS 100,LODY
0101185390,5287LO T85 HUESO,,LENCERIA,L5287 HS 85,LODY
0101185400,5287LO T90 HUESO,,LENCERIA,L5287 HS 90,LODY
0101185410,5287LO T95 HUESO,,LENCERIA,L5287 HS 95,LODY
0101185420,5287LO T100 NEGRO,,LENCERIA,L5287 NG 100,LODY
0101185430,5287LO T85 NEGRO,,LENCERIA,L5287 NG 85,LODY
0101185440,5287LO T90 NEGRO,,LENCERIA,L5287 NG 90,LODY
0101185450,5287LO T95 NEGRO,,LENCERIA,L5287 NG 95,LODY
0101185460,5287LO T100 ROJO,,LENCERIA,L5287 RJ 100,LODY
0101185470,5287LO T85 ROJO,,LENCERIA,L5287 RJ 85,LODY
0101185480,5287LO T90 ROJO,,LENCERIA,L5287 RJ 90,LODY
0101185490,5287LO T95 ROJO,,LENCERIA,L5287 RJ 95,LODY
0101185500,5035LO T100 CELESTE SKY,CONJUNTO,LENCERIA,L5035 100 CSK,LODY
0101185510,5035LO T100 VERDE AQUA,CONJUNTO,LENCERIA,L5035 100 VAQ,LODY
0101185520,5035LO T85  CELESTE SKY,CONJUNTO,LENCERIA,L5035 85 CSK,LODY
0101185530,5035LO T85  VERDE AQUA,CONJUNTO,LENCERIA,L5035 85 VAQ,LODY
0101185540,5035LO T90  CELESTE SKY,CONJUNTO,LENCERIA,L5035 90 CSK,LODY
0101185550,5035LO T90  VERDE AQUA,CONJUNTO,LENCERIA,L5035 90 VAQ,LODY
0101185560,5035LO T95  CELESTE SKY,CONJUNTO,LENCERIA,L5035 95 CSK,LODY
0101185570,5035LO T95  VERDE AQUA,CONJUNTO,LENCERIA,L5035 95 VAQ,LODY
0101185580,5105LO T100 CELESTE SKY,CONJUNTO,LENCERIA,L5105 100 CSK,LODY
0101185590,5105LO T100 VAINILLA,CONJUNTO,LENCERIA,L5105 100 VA,LODY
0101185600,5105LO T100 VERDE AQUA,CONJUNTO,LENCERIA,L5105 100 VAQ,LODY
0101185610,5105LO T85  CELESTE SKY,CONJUNTO,LENCERIA,L5105 85 CSK,LODY
0101185620,5105LO T85  VAINILLA,CONJUNTO,LENCERIA,L5105 85 VA,LODY
0101185630,5105LO T85  VERDE AQUA,CONJUNTO,LENCERIA,L5105 85 VAQ,LODY
0101185640,5105LO T90  CELESTE SKY,CONJUNTO,LENCERIA,L5105 90 CSK,LODY
0101185650,5105LO T90  VAINILLA,CONJUNTO,LENCERIA,L5105 90 VA,LODY
0101185660,5105LO T90  VERDE AQUA,CONJUNTO,LENCERIA,L5105 90 VAQ,LODY
0101185670,5105LO T95  CELESTE SKY,CONJUNTO,LENCERIA,L5105 95 CSK,LODY
0101185680,5105LO T95  VAINILLA,CONJUNTO,LENCERIA,L5105 95 VA,LODY
0101185690,5105LO T95  VERDE AQUA,CONJUNTO,LENCERIA,L5105 95 VAQ,LODY
0101185700,5145LO T100 CELESTE SKY,CONJUNTO,LENCERIA,L5145 100 CSK,LODY
0101185710,5145LO T100 VERDE AQUA,CONJUNTO,LENCERIA,L5145 100 VAQ,LODY
0101185720,5145LO T85  CELESTE SKY,CONJUNTO,LENCERIA,L5145 85 CSK,LODY
0101185730,5145LO T85  VERDE AQUA,CONJUNTO,LENCERIA,L5145 85 VAQ,LODY
0101185740,5145LO T90  CELESTE SKY,CONJUNTO,LENCERIA,L5145 90 CSK,LODY
0101185750,5145LO T90  VERDE AQUA,CONJUNTO,LENCERIA,L5145 90 VAQ,LODY
0101185760,5145LO T95  CELESTE SKY,CONJUNTO,LENCERIA,L5145 95 CSK,LODY
0101185770,5145LO T95  VERDE AQUA,CONJUNTO,LENCERIA,L5145 95 VAQ,LODY
0101185780,5145LO T105 CELESTE SKY,CONJUNTO,LENCERIA,L5145/1 105CSK,LODY
0101185790,5145LO T105 VERDE AQUA,CONJUNTO,LENCERIA,L5145/1 105VAQ,LODY
0101185800,5145LO T110 CELESTE SKY,CONJUNTO,LENCERIA,L5145/1 110CSK,LODY
0101185810,5145LO T110 VERDE AQUA,CONJUNTO,LENCERIA,L5145/1 110VAQ,LODY
0101185820,5160LO T100 VERDE AQUA,CONJUNTO,LENCERIA,L5160 100 VAQ,LODY
0101185830,5160LO T85  VERDE AQUA,CONJUNTO,LENCERIA,L5160 85 VAQ,LODY
0101185840,5160LO T90  VERDE AQUA,CONJUNTO,LENCERIA,L5160 90 VAQ,LODY
0101185850,5160LO T95  VERDE AQUA,CONJUNTO,LENCERIA,L5160 95 VAQ,LODY
0101185860,5180LO T85  CELESTE SKY,CONJUNTO,LENCERIA,L5180 85 CSK,LODY
0101185870,5180LO T90  CELESTE SKY,CONJUNTO,LENCERIA,L5180 90 CSK,LODY
0101185880,5180LO T95  CELESTE SKY,CONJUNTO,LENCERIA,L5180 95 CSK,LODY
0101185890,5207LO T85  CELESTE SKY,CONJUNTO,LENCERIA,L5207 85 CSK,LODY
0101185900,5207LO T90  CELESTE SKY,CONJUNTO,LENCERIA,L5207 90 CSK,LODY
0101185910,5207LO T95  CELESTE SKY,CONJUNTO,LENCERIA,L5207 95 CSK,LODY
0101185920,5208LO T100 CELESTE SKY,CONJUNTO,LENCERIA,L5208 100 CSK,LODY
0101185930,5208LO T85  CELESTE SKY,CONJUNTO,LENCERIA,L5208 85 CSK,LODY
0101185940,5208LO T90  CELESTE SKY,CONJUNTO,LENCERIA,L5208 90 CSK,LODY
0101185950,5208LO T95  CELESTE SKY,CONJUNTO,LENCERIA,L5208 95 CSK,LODY
0101185960,5208LO T105 CELESTE SKY,CONJUNTO,LENCERIA,L5208/1 CSK105,LODY
0101185970,5208LO T110 CELESTE SKY,CONJUNTO,LENCERIA,L5208/1 CSK110,LODY
0101185980,5249LO T100 VERDE AQUA,CONJUNTO,LENCERIA,L5249 100 VAQ,LODY
0101185990,5249LO T105 VERDE AQUA,CONJUNTO,LENCERIA,L5249 105 VAQ,LODY
0101186000,5249LO T85  VERDE AQUA,CONJUNTO,LENCERIA,L5249 85 VAQ,LODY
0101186010,5249LO T90  VERDE AQUA,CONJUNTO,LENCERIA,L5249 90 VAQ,LODY
0101186020,5249LO T95  VERDE AQUA,CONJUNTO,LENCERIA,L5249 95 VAQ,LODY
0101186030,5255LO T100 FRUTILLA,CONJUNTO,LENCERIA,L5255 100 FRU,LODY
0101186040,5255LO T100 VERDE AQUA,CONJUNTO,LENCERIA,L5255 100 VAQ,LODY
0101186050,5255LO T85  VERDE AQUA,CONJUNTO,LENCERIA,L5255 85 VAQ,LODY
0101186060,5255LO T90  FRUTILLA,CONJUNTO,LENCERIA,L5255 90 FRU,LODY
0101186070,5255LO T90  VERDE AQUA,CONJUNTO,LENCERIA,L5255 90 VAQ,LODY
0101186080,5255LO T95  FRUTILLA,CONJUNTO,LENCERIA,L5255 95 FRU,LODY
0101186090,5255LO T95  VERDE AQUA,CONJUNTO,LENCERIA,L5255 95 VAQ,LODY
0101186100,5257LO T100 FRUTILLA,CONJUNTO,LENCERIA,L5257 100 FRU,LODY
0101186110,5257LO T100 VAINILLA,CONJUNTO,LENCERIA,L5257 100 VA,LODY
0101186120,5257LO T85  FRUTILLA,CONJUNTO,LENCERIA,L5257 85 FRU,LODY
0101186130,5257LO T85  VAINILLA,CONJUNTO,LENCERIA,L5257 85 VA,LODY
0101186140,5257LO T90  FRUTILLA,CONJUNTO,LENCERIA,L5257 90 FRU,LODY
0101186150,5257LO T90  VAINILLA,CONJUNTO,LENCERIA,L5257 90 VA,LODY
0101186160,5257LO T95  FRUTILLA,CONJUNTO,LENCERIA,L5257 95 FRU,LODY
0101186170,5257LO T95  VAINILLA,CONJUNTO,LENCERIA,L5257 95 VA,LODY
0101186180,5259LO T100 FRUTILLA,CONJUNTO,LENCERIA,L5259 100 FRU,LODY
0101186190,5259LO T85  FRUTILLA,CONJUNTO,LENCERIA,L5259 85 FRU,LODY
0101186200,5259LO T90  FRUTILLA,CONJUNTO,LENCERIA,L5259 90 FRU,LODY
0101186210,5259LO T95  FRUTILLA,CONJUNTO,LENCERIA,L5259 95 FRU,LODY
0101186220,5260LO T100 FRUTILLA,CONJUNTO,LENCERIA,L5260 100 FRU,LODY
0101186230,5260LO T85  FRUTILLA,CONJUNTO,LENCERIA,L5260 85 FRU,LODY
0101186240,5260LO T90  FRUTILLA,CONJUNTO,LENCERIA,L5260 90 FRU,LODY
0101186250,5260LO T95  FRUTILLA,CONJUNTO,LENCERIA,L5260 95 FRU,LODY
0101186260,5245LO T100 HUESO,CONJUNTO,LENCERIA,L5245 100 HS,LODY
0101186270,5245LO T100 SALMON,CONJUNTO,LENCERIA,L5245 100 SAL,LODY
0101186280,5245LO T85  HUESO,CONJUNTO,LENCERIA,L5245 85 HS,LODY
0101186290,5245LO T85 SALMON,CONJUNTO,LENCERIA,L5245 85 SAL,LODY
0101186300,5245LO T90 HUESO,CONJUNTO,LENCERIA,L5245 90 HS,LODY
0101186310,5245LO T90 SALMON,CONJUNTO,LENCERIA,L5245 90 SAL,LODY
0101186320,5245LO T95 HUESO,CONJUNTO,LENCERIA,L5245 95 HS,LODY
0101186330,5245LO T95 SALMON,CONJUNTO,LENCERIA,L5245 95 SAL,LODY
0101186340,5247LO T85  BLANCO,CONJUNTO,LENCERIA,L5247 85 B,LODY
0101186350,5247LO T85  NEGRO,CONJUNTO,LENCERIA,L5247 85 N,LODY
0101186360,5247LO T90  BLANCO,CONJUNTO,LENCERIA,L5247 90 B,LODY
0101186370,5247LO T90  NEGRO,CONJUNTO,LENCERIA,L5247 90 N,LODY
0101186380,5247LO T95  BLANCO,CONJUNTO,LENCERIA,L5247 95 B,LODY
0101186390,5247LO T95  NEGRO,CONJUNTO,LENCERIA,L5247 95 N,LODY
0101186400,5215LO T85  CORAL,CONJUNTO,LENCERIA,L5215 85 RJC,LODY
0101186410,5215LO T90  CORAL,CONJUNTO,LENCERIA,L5215 90 RJC,LODY
0101186420,5215LO T95  CORAL,CONJUNTO,LENCERIA,L5215 95 RJC,LODY
0101186430,5251LO T100 BLANCO ROSA,CONJUNTO,LENCERIA,L5251 100 B/RO,LODY
0101186440,5251LO T100 NEGRO ROSA,CONJUNTO,LENCERIA,L5251 100 N/RO,LODY
0101186450,5251LO T85  BLANCO ROSA,CONJUNTO,LENCERIA,L5251 85 B/RO,LODY
0101186460,5251LO T85  NEGRO ROSA,CONJUNTO,LENCERIA,L5251 85 N/RO,LODY
0101186470,5251LO T90  BLANCO ROSA,CONJUNTO,LENCERIA,L5251 90 B/RO,LODY
0101186480,5251LO T90  NEGRO ROSA,CONJUNTO,LENCERIA,L5251 90 N/RO,LODY
0101186490,5251LO T95  BLANCO ROSA,CONJUNTO,LENCERIA,L5251 95 B/RO,LODY
0101186500,5251LO T95  NEGRO ROSA,CONJUNTO,LENCERIA,L5251 95 N/RO,LODY
0101186910,590LO T85 GRIS MELANGE,CONJUNTO,LENCERIA,L590 85 GM,LODY
0101186920,590LO T90 GRIS MELANGE,CONJUNTO,LENCERIA,L590 90 GM,LODY
0101186930,590LO T95 GRIS MELANGE,CONJUNTO,LENCERIA,L590 95 GM,LODY
0101186940,590LO T85 HUESO,CONJUNTO,LENCERIA,L590 85 HS,LODY
0101186950,590LO T90 HUESO,CONJUNTO,LENCERIA,L590 90 HS,LODY
0101186960,590LO T95 HUESO,CONJUNTO,LENCERIA,L590 95 HS,LODY
0101186970,5207LO T85 FUCSIA,CONJUNTO,LENCERIA,L5207 85 FUC,LODY
0101186980,5207LO T90 FUCSIA,CONJUNTO,LENCERIA,L5207 90 FUC,LODY
0101186990,5207LO T95 FUCSIA,CONJUNTO,LENCERIA,L5207 95 FUC,LODY
0101187170,5236LO T85 HUESO,,LENCERIA,L5236 85 HS,LODY
0101187180,5236LO T90 HUESO,,LENCERIA,L5236 90 HSO,LODY
0101187190,5236LO T95 HUESO,,LENCERIA,L5236 95 HSO,LODY
0101187200,5236LO T100 HUESO,,LENCERIA,L5236 100 HS,LODY
0101187620,5252LO T85 GRIS,CONJUNTO,LENCERIA,L5252 85 G,LODY
0101187630,5252LO T90 GRIS,CONJUNTO,LENCERIA,L5252 90 G,LODY
0101187640,5252LO T95 GRIS,CONJUNTO,LENCERIA,L5252 95 G,LODY
0101187650,5252LO T100 GRIS,CONJUNTO,LENCERIA,L5252 100 G,LODY
0101187660,5252LO T85 UVA,CONJUNTO,LENCERIA,L5252 85 UVA,LODY
0101187670,5252LO T90 UVA,CONJUNTO,LENCERIA,L5252 90 UVA,LODY
0101187680,5252LO T95 UVA,CONJUNTO,LENCERIA,L5252 95 UVA,LODY
0101187690,5252LO T100 UVA,CONJUNTO,LENCERIA,L5252 100 UVA,LODY
0101187700,5208LO T85 CORAL,CONJUNTO,LENCERIA,L5208 85 CO,LODY
0101187710,5208LO T90 CORAL,CONJUNTO,LENCERIA,L5208 90 CO,LODY
0101187720,5208LO T95 CORAL,CONJUNTO,LENCERIA,L5208 95 CO,LODY
0101187730,5208LO T100 CORAL,CONJUNTO,LENCERIA,L5208 100 CO,LODY
0101187740,5208LO T105 CORAL,CONJUNTO,LENCERIA,L5208/1 105 CO,LODY
0101187750,5208LO T110 CORAL,CONJUNTO,LENCERIA,L5208/1 110 CO,LODY
0101187760,5035LO T95 BLANCO,CONJUNTO,LENCERIA,L5035 95 BC,LODY
0101189340,5105LO T105 CELESTE SKY,CONJUNTO,LENCERIA,L5105/1 105 CS,LODY
0101189350,5105LO T110 CELESTE SKY,CONJUNTO,LENCERIA,L5105/1 110 CS,LODY
0101189360,5105LO T105 VAINILLA,CONJUNTO,LENCERIA,L5105/1 105 VA,LODY
0101189370,5105LO T110 VAINILLA,CONJUNTO,LENCERIA,L5105/1 110 VA,LODY
0101189380,5105LO T105 AQUA,CONJUNTO,LENCERIA,L5105/1 105 VAQ,LODY
0101189390,5105LO T110 AQUA,CONJUNTO,LENCERIA,L5105/1 110 VAQ,LODY
0101192080,L5251 T85 NEGRO PLATA,CONJUNTO,LENCERIA,L5251 85 NP,LODY
0101192090,L5251 T90 NEGRO PLATA,CONJUNTO,LENCERIA,L5251 90 NP,LODY
0101192100,L5251 T95 NEGRO PLATA,CONJUNTO,LENCERIA,L5251 95 NP,LODY
0101192110,L5251 T100 NEGRO PLATA,CONJUNTO,LENCERIA,L5251 100 NP,LODY
0101194170,L5259 T100 ROSA PASTEL,CONJUNTO,LENCERIA,L5259100ROSP,LODY
0101194180,L5259 T85 ROSA PASTEL,CONJUNTO,LENCERIA,L525985ROSP,LODY
0101194190,L5259 T90 ROSA PASTEL,CONJUNTO,LENCERIA,L525990ROSP,LODY
0101194200,L5259 T95 ROSA PASTEL,CONJUNTO,LENCERIA,525995ROSP,LODY
0101194210,L5249 T100 ROSA PASTEL,CONJUNTO,LENCERIA,5249100ROSP,LODY
0101194220,L5249 T105 ROSA PASTEL,CONJUNTO,LENCERIA,L5249105ROSP,LODY
0101194230,L5249 T95 ROSA PASTEL,CONJUNTO,LENCERIA,L524995ROSP,LODY
0101194240,L5249 T90 ROSA PASTEL,CONJUNTO,LENCERIA,L524990ROSP,LODY
0101194250,L5249 T85 ROSA PASTEL,CONJUNTO,LENCERIA,L524985ROSP,LODY
0101194260,L5160 T100 ROSA PASTEL,CONJUNTO,LENCERIA,L5160100ROSP,LODY
0101194270,L5160 T95 ROSA PASTEL,CONJUNTO,LENCERIA,L516095ROSP,LODY
0101194280,L5160 T90 ROSA PASTEL,CONJUNTO,LENCERIA,L516090ROSP,LODY
0101194290,L5160 T85 ROSA PASTEL,CONJUNTO,LENCERIA,L516085ROSP,LODY
0101199550,L5236 T85 BLANCO,CONJUNTO,LENCERIA,L5236 85 BCO,LODY
0101199560,L5236 T100 BLANCO,CONJUNTO,LENCERIA,L5236 100 BCO,LODY
0102007480,6321LO1  CORPIÑO,,LENCERIA,6321LO1,LODY
0102007490,6322LO1 CORPIÑO LODY,,LENCERIA,6322LO1,LODY
0102007500,6323LO1 CORPIÑO LODY,,LENCERIA,6323LO1,LODY
0102007510,901LO CORPIÑO LODY,,LENCERIA,901LO,LODY
0102007520,939LO CORPIÑO LODY,CONJUNTO,LENCERIA,939LO,LODY
0102007530,5000LO T100 AZUL,CORPIÑO,LENCERIA,L5000 100 AZ,LODY
0102007540,5000LO T100 BLANCO,CORPIÑO,LENCERIA,L5000 100 B,LODY
0102007550,5000LO T100 HUESO,CORPIÑO,LENCERIA,L5000 100 H,LODY
0102007560,5000LO T100 NEGRO,CORPIÑO,LENCERIA,L5000 100 N,LODY
0102007570,5000LO T100 ROSA,CORPIÑO,LENCERIA,L5000 100 R,LODY
0102007580,5000LO T105 AZUL,CORPIÑO,LENCERIA,L5000 105 AZ,LODY
0102007590,5000LO T105 BLANCO,CORPIÑO,LENCERIA,L5000 105 B,LODY
0102007600,5000LO T105 HUESO,CORPIÑO,LENCERIA,L5000 105 H,LODY
0102007610,5000LO T105 NEGRO,CORPIÑO,LENCERIA,L5000 105 N,LODY
0102007620,5000LO T105 ROSA,CORPIÑO,LENCERIA,L5000 105 R,LODY
0102007630,5000LO T110 AZUL,CORPIÑO,LENCERIA,L5000 110 AZ,LODY
0102007640,5000LO T110 BLANCO,CORPIÑO,LENCERIA,L5000 110 B,LODY
0102007650,5000LO T110 HUESO,CORPIÑO,LENCERIA,L5000 110 H,LODY
0102007660,5000LO T110 NEGRO,CORPIÑO,LENCERIA,L5000 110 N,LODY
0102007670,5000LO T110 ROSA,CORPIÑO,LENCERIA,L5000 110 R,LODY
0102007680,5000LO T90 AZUL,CORPIÑO,LENCERIA,L5000 90 AZU,LODY
0102007690,5000LO T90 BLANCO,CORPIÑO,LENCERIA,L5000 90 B,LODY
0102007700,5000LO T90 HUESO,CORPIÑO,LENCERIA,L5000 90 H,LODY
0102007710,5000LO T90 NEGRO,CORPIÑO,LENCERIA,L5000 90 N,LODY
0102007720,5000LO T90 ROSA,CORPIÑO,LENCERIA,L5000 90 R,LODY
